"var1";"var2";"N";"E";"PRR";"QUANT_05";"ebgm";"QUANT_95"
"ATRIPLA";"ANKLE FRACTURE";9;0,3096755;29,69;13,34;24,73;43,09
"LAMOTRIGINE";"EYE MOVEMENT DISORDER";7;0,1683369;43,8;13,34;30,63;61
"OXYBUTYNIN";"DRY MOUTH";7;0,1683369;41,73;13,34;30,63;61
"CLOZARIL";"CORONA VIRUS INFECTION";12;0,4934536;25,38;13,32;22,15;35,13
"IBUPROFEN";"FACE OEDEMA";24;1,218334;20,96;13,31;18,91;26,22
"FASLODEX";"MALIGNANT NEOPLASM PROGRESSION";19;0,910896;20,98;13,3;19,77;28,53
"KADCYLA";"METASTASES TO CENTRAL NERVOUS SYSTEM";5;0,04139883;122,66;13,3;57;137,16
"QUETIAPINE FUMARATE";"DELIRIUM";10;0,3746163;27,07;13,3;23,5;39,29
"XPOVIO";"TASTE DISORDER";14;0,6111134;23,24;13,3;21,23;32,5
"ACTEMRA";"OBESITY";26;1,34722707988017;20,65;13,28;18,59;25,45
"XOLAIR";"BRONCHOSPASM";38;2,119502;20,49;13,28;17,49;22,7
"NUPLAZID";"ABNORMAL BEHAVIOUR";14;0,6131554;23,44;13,26;21,16;32,4
"PROACTIV MD ADAPALENE ACNE TREATMENT";"DRY SKIN";5769;425,687;51,45;13,26;13,55;13,85
"TYMLOS";"INJECTION SITE BRUISING";51;2,980227;17,7;13,26;16,81;21,06
"WARFARIN";"HAEMATURIA";11;0,436405;25,5;13,26;22,66;36,77
"XOLAIR";"PRODUCTIVE COUGH";218;14,62383;16,61;13,26;14,85;16,58
"AIMOVIG";"DRUG DOSE OMISSION BY DEVICE";34;1,86363172266671;20,04;13,25;17,74;23,37
"MONTELUKAST SODIUM";"ANXIETY";22;1,099256;20,07;13,25;19,13;26,91
"NIVOLUMAB";"MYOSITIS";17;0,7925019;23,45;13,25;20,19;29,73
"OPSUMIT";"CONCOMITANT DISEASE AGGRAVATED";32;1,73325;20,42;13,25;17,92;23,8
"XTANDI";"PRESCRIBED UNDERDOSE";9;0,3111636;29,33;13,25;24,6;42,9
"DUOPA";"STOMA SITE REACTION";5;0,04140969;132,96;13,24;56,98;137,14
"DUODOPA";"UNEVALUABLE EVENT";67;4,067183;17,13;13,23;16,25;19,8
"METHOTREXATE TRADE NAME UNKNOWN";"BLOOD PRESSURE SYSTOLIC INCREASED";33;1,800939;18,95;13,23;17,8;23,55
"TACROLIMUS";"ASPERGILLUS INFECTION";13;0,5556441;24,6;13,23;21,52;33,5
"BOTOX COSMETIC";"PRODUCT PREPARATION ISSUE";24;1,226806;21,54;13,22;18,78;26,04
"SOLIRIS";"DIALYSIS";11;0,4375629;26,23;13,22;22,6;36,68
"DUODOPA";"GENERAL PHYSICAL CONDITION ABNORMAL";10;0,3769103;28,32;13,2;23,35;39,07
"ERELZI";"LOWER RESPIRATORY TRACT INFECTION";14;0,615658;22,88;13,2;21,08;32,27
"MIRENA";"VAGINAL HAEMORRHAGE";58;3,465536;17,94;13,2;16,47;20,36
"ACETYLSALICYLIC ACID";"UPPER GASTROINTESTINAL HAEMORRHAGE";10;0,377418661082231;26,87;13,19;23,32;39,02
"SALBUTAMOL SULPHATE";"BLOOD TEST ABNORMAL";8;0,2419476;33,71;13,19;26,55;49,13
"SANDOSTATIN LAR DEPOT";"MUSCULOSKELETAL PAIN";55;3,26431;17,29;13,19;16,57;20,59
"UPTRAVI";"REHABILITATION THERAPY";7;0,1688756;44,71;13,19;30,5;60,83
"VOTRIENT";"NEPHROTIC SYNDROME";7;0,1688799;43,2;13,19;30,5;60,83
"OLANZAPINE";"MANIA";9;0,3123779;29,75;13,18;24,49;42,74
"DIFFERIN GEL";"ACNE";66;4,017816;16,58;13,17;16,2;19,77
"MIRCERA";"FLUSHING";17;0,7974635;21,49;13,17;20,07;29,55
"DIANEAL PD2 WITH DEXTROSE";"GENERAL PHYSICAL HEALTH DETERIORATION";9;0,3126908;28,89;13,16;24,46;42,7
"QUETIAPINE";"SEDATION";20;0,9838875;21,2;13,14;19,33;27,64
"PARACETAMOL";"PRODUCT ADMINISTRATION ERROR";32;1,750417;18,99;13,13;17,75;23,57
"SIMVASTATIN";"MYALGIA";39;2,209134;17,83;13,13;17,24;22,3
"ALPRAZOLAM";"COMA";34;1,881384;18,69;13,12;17,58;23,15
"BUPRENORPHINE";"DRUG ABUSE";37;2,079213;18,04;13,11;17,35;22,6
"CHLORHEXIDINE";"PRURITUS";12;0,5011394;23,97;13,11;21,82;34,62
"METHYLPREDNISOLONE SODIUM SUCCINATE";"FLUSHING";13;0,5608535;23,32;13,11;21,33;33,2
"MIRENA";"METRORRHAGIA";18;0,8621371;22,81;13,11;19,73;28,75
"ZEJULA";"RED BLOOD CELL COUNT DECREASED";10;0,3793064;26,71;13,11;23,2;38,83
"AMPYRA";"CENTRAL NERVOUS SYSTEM LESION";38;2,148062;19,55;13,1;17,26;22,4
"DOXORUBICIN HYDROCHLORIDE";"FEBRILE NEUTROPENIA";9;0,3137617;28,85;13,1;24,36;42,56
"VELTASSA";"DIALYSIS";8;0,2427839;33,99;13,1;26,43;48,97
"CITALOPRAM";"SEROTONIN SYNDROME";9;0,3140268;29,4;13,08;24,34;42,53
"JAKAVI";"ANAEMIA";77;4,801648;16,3;13,08;15,85;19,06
"VENCLEXTA";"ACUTE MYELOID LEUKAEMIA";18;0,8647027;21,97;13,08;19,68;28,67
"VYNDAMAX";"PRODUCT USE IN UNAPPROVED INDICATION";19;0,9261873;20,56;13,08;19,46;28,07
"BUPROPION";"TOXICITY TO VARIOUS AGENTS";57;3,431856;16,81;13,07;16,35;20,24
"CEQUA";"EYE SWELLING";9;0,3142679;28,92;13,07;24,32;42,5
"METFORMIN";"GLYCOSYLATED HAEMOGLOBIN INCREASED";34;1,888827;19,18;13,07;17,51;23,06
"RIVAROXABAN";"PULMONARY EMBOLISM";48;2,821038;17,47;13,07;16,69;21,06
"SANDOSTATIN LAR DEPOT";"INJECTION SITE PAIN";145;9,595479;15,46;13,07;15,02;17,19
"SINGULAIR";"SUICIDAL IDEATION";16;0,7428198;21,74;13,07;20,19;30,09
"SUTENT";"ORAL PAIN";15;0,6822129;22,49;13,07;20,51;30,96
"LENVIMA";"BLOOD PRESSURE INCREASED";93;5,926431;16,02;13,06;15,54;18,38
"MAYZENT";"HEART RATE DECREASED";27;1,434765;19,33;13,05;18,16;24,72
"LANTUS SOLOSTAR";"GLYCOSYLATED HAEMOGLOBIN INCREASED";20;0,9918341;20,92;13,04;19,18;27,43
"TRILUMA";"ERYTHEMA";18;0,867101;20,8;13,04;19,62;28,59
"VEDOLIZUMAB";"POST PROCEDURAL INFECTION";16;0,7452268;22,74;13,03;20,13;29,99
"DUODOPA";"FINE MOTOR SKILL DYSFUNCTION";10;0,3818373;27,93;13,01;23,04;38,6
"GABAPENTIN";"RESPIRATORY ARREST";33;1,830868;18,95;13,01;17,52;23,16
"NIRAPARIB";"DRY MOUTH";31;1,699792;18,52;13,01;17,69;23,59
"ZERBAXA";"PRODUCT USE ISSUE";12;0,5052148;23,81;13,01;21,65;34,35
"AXICABTAGENE CILOLEUCEL";"PYREXIA";32;1,767189;18,17;13;17,58;23,35
"TRACLEER";"FLUID RETENTION";24;1,248156;19,54;13;18,46;25,6
"DOCETAXEL";"EMOTIONAL DISTRESS";173;11,68539;15,71;12,98;14,73;16,67
"FARYDAK";"WHITE BLOOD CELL COUNT DECREASED";9;0,3158255;28,58;12,98;24,18;42,3
"ROGAINE";"ALOPECIA";21;1,059334;19,88;12,98;18,91;26,81
"SANDOSTATIN";"CHILLS";16;0,7479683;21,52;12,98;20,06;29,89
"XELJANZ XR";"SENSITIVITY TO WEATHER CHANGE";54;3,249125;19,57;12,98;16,34;20,35
"AFINITOR";"SECOND PRIMARY MALIGNANCY";12;0,506770187279912;24,67;12,97;21,58;34,25
"KYMRIAH";"CLOSTRIDIUM DIFFICILE INFECTION";15;0,6876525;22,27;12,97;20,35;30,72
"ROSUVASTATIN";"JAUNDICE";8;0,2440005;33,28;12,97;26,26;48,75
"SYMBICORT";"DRUG DOSE OMISSION BY DEVICE";10;0,3832059;26,81;12,96;22,95;38,46
"ATROVENT";"CHRONIC OBSTRUCTIVE PULMONARY DISEASE";8;0,2441895;32,96;12,95;26,24;48,71
"HUMULIN 7030";"VISUAL IMPAIRMENT";12;0,5075979;23,72;12,95;21,55;34,2
"ILARIS";"DEEP VEIN THROMBOSIS";17;0,8120923;21,27;12,94;19,72;29,04
"VENLAFAXINE";"DRUG LEVEL INCREASED";11;0,446639;25,3;12,94;22,14;35,97
"KISQALI";"METASTASES TO CENTRAL NERVOUS SYSTEM";10;0,3838163;26,85;12,93;22,91;38,4
"IRINOTECAN";"NEUTROPENIA";12;0,5086471;23,68;12,92;21,5;34,13
"SERTRALINE";"AKATHISIA";17;0,813374;21,94;12,92;19,69;28,99
"VELETRI";"HEADACHE";211;14,50538;14,73;12,92;14,49;16,2
"VELETRI";"OEDEMA PERIPHERAL";36;2,044182;17,88;12,92;17,16;22,43
"KEPPRA";"AGGRESSION";15;0,6914737;22,03;12,91;20,24;30,55
"LATISSE";"DRY EYE";21;1,064847;20,08;12,91;18,82;26,67
"BUPRENORPHINE";"APPLICATION SITE PRURITUS";8;0,2447087;33,55;12,89;26,16;48,61
"DEXAMETHASONE";"LEUKOPENIA";49;2,930625;17,32;12,89;16,41;20,66
"UPTRAVI";"MYALGIA";101;6,571776;15,78;12,89;15,24;17,9
"ORENCIA";"ARTHROPATHY";115;7,579981;16,27;12,88;15,06;17,51
"PEMBROLIZUMAB";"MALIGNANT NEOPLASM PROGRESSION";26;1,38996;18,86;12,88;18,03;24,68
"ALEMTUZUMAB";"HAEMATOCRIT DECREASED";11;0,449224138492854;24,92;12,86;22,01;35,77
"AMOXICILLIN";"ANGIOEDEMA";19;0,9425169;20,53;12,86;19,13;27,59
"DUPIXENT";"BLEPHARITIS";24;1,262555;24,09;12,86;18,26;25,32
"FLUOXETINE";"SUICIDE ATTEMPT";17;0,8171191;21,16;12,86;19,6;28,87
"VENLAFAXINE";"MUSCLE TWITCHING";13;0,5716979;23,31;12,86;20,94;32,59
"BYDUREON";"BLOOD GLUCOSE DECREASED";12;0,5115451;23,78;12,85;21,39;33,95
"FUROSEMIDE";"ORTHOSTATIC HYPOTENSION";13;0,5724192;23,4;12,85;20,91;32,56
"LAMOTRIGINE";"TOXICITY TO VARIOUS AGENTS";87;5,596265;15,83;12,85;15,39;18,31
"OPSUMIT";"DIZZINESS POSTURAL";23;1,199104;21,3;12,85;18,39;25,67
"ACTEMRA";"CREACTIVE PROTEIN INCREASED";70;4,40260944936969;16,8;12,83;15,7;19,04
"EMTRICITABINETENOFOVIR DISOPROXIL FUMARATE";"MATERNAL EXPOSURE DURING PREGNANCY";15;0,695662;21,69;12,83;20,13;30,38
"EUCRISA";"APPLICATION SITE ERYTHEMA";7;0,170179;42,1;12,83;30,17;60,4
"OPSUMIT";"OEDEMA PERIPHERAL";180;12,32897;15,78;12,83;14,53;16,4
"CLARITHROMYCIN";"PANIC ATTACK";12;0,5128094;23,74;12,82;21,33;33,86
"XIAFLEX";"CONTUSION";20;1,008987;19,99;12,82;18,87;26,97
"DUPILUMAB";"OCULAR HYPERAEMIA";19;0,9474308;20,35;12,8;19,03;27,46
"JAKAFI";"SKIN CANCER";32;1,794359;19,08;12,8;17,32;23
"NIRAPARIB CAPSULE";"NAUSEA";38;2,197399;17,33;12,8;16,88;21,91
"NIVOLUMAB";"CHOLANGITIS";16;0,7593081;22,99;12,8;19,77;29,46
"OPSUMIT";"INFUSION SITE PAIN";31;1,7278;19,78;12,8;17,4;23,22
"PALBOCICLIB";"NEUTROPENIA";14;0,6358089;22,11;12,8;20,43;31,29
"SUTENT";"TASTE DISORDER";20;1,011003;20,19;12,8;18,83;26,92
"KISQALI";"ELECTROCARDIOGRAM QT PROLONGED";20;1,011231;20,23;12,79;18,82;26,91
"SALBUTAMOL SULPHATE";"SPUTUM DISCOLOURED";9;0,3190124;28,68;12,79;23,9;41,9
"TALTZ";"INJECTION SITE ERYTHEMA";60;3,71714;16,67;12,79;15,9;19,59
"ZOFRAN";"RHINORRHOEA";10;0,3875071;25,93;12,79;22,68;38,06
"PARACETAMOL";"COMPLETED SUICIDE";111;7,350019;15,58;12,78;14,98;17,48
"RISPERDAL";"TREATMENT NONCOMPLIANCE";38;2,201857;17,87;12,78;16,84;21,86
"CABOMETYX";"TONGUE ULCERATION";10;0,3878982;29,32;12,77;22,66;38,02
"DICLOFENAC SODIUM GEL";"PRODUCT USE IN UNAPPROVED INDICATION";21;1,077401;19,54;12,77;18,6;26,37
"NIVOLUMAB";"PNEUMONITIS";55;3,373319;17,41;12,77;16,04;19,93
"RUXOLITINIB";"PRODUCT USE IN UNAPPROVED INDICATION";8;0,2457231;32,59;12,77;26,02;48,43
"DUOPA";"DEVICE LEAKAGE";13;0,5766683;22,92;12,76;20,76;32,32
"ELIGARD";"PRODUCT PREPARATION ERROR";25;1,337723;19,38;12,76;17,98;24,77
"LENVIMA";"ORAL PAIN";18;0,8870151;20,85;12,76;19,2;27,97
"XANAX";"DRUG DEPENDENCE";12;0,5153663;23,45;12,75;21,23;33,7
"AXICABTAGENE CILOLEUCEL";"CONFUSIONAL STATE";15;0,7008496;21,49;12,74;19,98;30,16
"CLARAVIS";"MOOD SWINGS";7;0,1704658;41,55;12,74;30,1;60,31
"EMGALITY";"INJECTION SITE PAIN";312;22,228;14,75;12,74;14;15,35
"LAMIVUDINE";"DRUG RESISTANCE";12;0,5156074;23,67;12,74;21,22;33,69
"MENS ROGAINE";"INTENTIONAL PRODUCT MISUSE";7;0,1704701;41,18;12,74;30,1;60,31
"CLOPIDOGREL";"POST PROCEDURAL HAEMORRHAGE";9;0,3198748;29,25;12,73;23,83;41,8
"EMGALITY";"ACCIDENTAL UNDERDOSE";17;0,8262648;22,18;12,73;19,39;28,56
"MIRTAZAPINE";"COMA";15;0,7010321;21,72;12,73;19,98;30,16
"OPSUMIT";"CATARACT OPERATION";13;0,5777502;25,51;12,73;20,72;32,27
"DUODOPA";"POLYNEUROPATHY";19;0,9533614;20,91;12,72;18,92;27,29
"ROSUVASTATIN";"RHABDOMYOLYSIS";9;0,320016;28,49;12,72;23,81;41,78
"RISPERIDONE";"SOPOR";10;0,3895144;26,35;12,71;22,56;37,87
"COPAXONE";"INJECTION SITE REACTION";41;2,422033;17,45;12,7;16,55;21,28
"ETANERCEPT";"SYNOVITIS";10;0,3895926;25,96;12,7;22,55;37,86
"INFLIXIMAB";"ANAL ABSCESS";10;0,3895926;26,99;12,7;22,55;37,86
"KEVZARA";"INJECTION SITE PRURITUS";21;1,083017;19,76;12,7;18,51;26,23
"VELETRI";"HYPOXIA";16;0,7654385;21,29;12,7;19,62;29,23
"ALEMTUZUMAB";"HYPOTHYROIDISM";13;0,579572781957174;22,79;12,69;20,66;32,17
"AMITRIPTYLINE";"TOXICITY TO VARIOUS AGENTS";17;0,8287152;20,59;12,69;19,33;28,47
"XOLAIR";"RHINITIS ALLERGIC";15;0,704056;25,07;12,68;19,89;30,03
"FLUOXETINE";"ABNORMAL LOSS OF WEIGHT";7;0,1707286;42,44;12,67;30,04;60,23
"RUBRACA";"BLOOD CREATININE INCREASED";11;0,4556761;24,34;12,67;21,69;35,29
"OBINUTUZUMAB";"FEBRILE NEUTROPENIA";11;0,4560867;24,29;12,66;21,67;35,26
"OXALIPLATIN";"NEUROPATHY PERIPHERAL";52;3,194566;16,61;12,66;16;20
"PRILOSEC OTC";"TUBULOINTERSTITIAL NEPHRITIS";8;0,2467333;32,91;12,66;25,89;48,25
"SANDOSTATIN LAR DEPOT";"SCIATICA";14;0,6433079;22,51;12,66;20,2;30,94
"DUODOPA";"MEMORY IMPAIRMENT";131;8,888186;15,26;12,65;14,64;16,87
"HETLIOZ";"POOR QUALITY SLEEP";12;0,5195176;23,59;12,65;21,06;33,45
"FENTANYL";"PULMONARY OEDEMA";30;1,683325;18,27;12,64;17,27;23,15
"FINASTERIDE";"ANXIETY";43;2,57009;16,83;12,64;16,38;20,93
"TOPIRAMATE";"METABOLIC ACIDOSIS";9;0,3214128;28,39;12,64;23,69;41,61
"ETANERCEPT";"SYSTEMIC LUPUS ERYTHEMATOSUS";9;0,3216192;28,33;12,63;23,67;41,58
"COSENTYX";"PSORIATIC ARTHROPATHY";305;21,91103;17,86;12,62;13,88;15,24
"XYREM";"POSTTRAUMATIC STRESS DISORDER";11;0,4575009;25,87;12,62;21,61;35,16
"TRASTUZUMAB EMTANSINE";"THROMBOCYTOPENIA";8;0,2470852;32,47;12,61;25,84;48,18
"VENCLEXTA";"TUMOUR LYSIS SYNDROME";15;0,7082074;22,38;12,61;19,78;29,86
"PANTOPRAZOLE";"CHOLESTASIS";15;0,7086962;21,73;12,6;19,77;29,84
"TRUVADA";"FOOT FRACTURE";15;0,7088222;21,8;12,6;19,76;29,83
"CLARITIN";"EXPIRED PRODUCT ADMINISTERED";14;0,6473442;21,95;12,58;20,08;30,75
"DOXEPIN HYDROCHLORIDE";"CARDIORESPIRATORY ARREST";5;0,04152266;121,01;12,58;56,81;136,9
"MYCOPHENOLATE MOFETIL 500MG TABLET";"OFF LABEL USE";104;6,955825;15,02;12,58;14,83;17,38
"RAPAMUNE";"OFF LABEL USE";140;9,605663;14,66;12,58;14,49;16,61
"TEGRETOL";"EPILEPSY";8;0,2472894;32,74;12,58;25,81;48,14
"ABATACEPT";"PHARYNGITIS";23;1,22537239831685;19,71;12,57;18;25,13
"DEFINITY";"MUSCLE SPASMS";31;1,760944;17,74;12,57;17,08;22,79
"KEYTRUDA";"MYOCARDITIS";15;0,7103385;22,26;12,57;19,72;29,77
"NEORAL";"TREATMENT FAILURE";17;0,8369702;20,45;12,57;19,15;28,2
"VENCLEXTA";"LEUKAEMIA";12;0,5225351;24,39;12,57;20,94;33,26
"CYTARABINE";"PANCYTOPENIA";13;0,5860225;22,42;12,55;20,44;31,83
"INSULIN GLARGINE";"BLOOD GLUCOSE INCREASED";12;0,52358;23;12,55;20,9;33,2
"ACETAMINOPHEN";"CARDIORESPIRATORY ARREST";22;1,1626343881632;19,32;12,54;18,11;25,47
"VIMPAT";"SEIZURE";23;1,229354;18,82;12,54;17,94;25,05
"DOCETAXEL";"IMPAIRED QUALITY OF LIFE";39;2,315424;18,04;12,53;16,45;21,29
"VELETRI";"BLOOD POTASSIUM DECREASED";14;0,6497642;21,95;12,53;20;30,64
"ABATACEPT";"GALLBLADDER DISORDER";16;0,77660662963502;21,75;12,52;19,34;28,82
"DUODOPA";"DEVICE DIFFICULT TO USE";17;0,840042;21,25;12,52;19,08;28,1
"LATUDA";"ANGER";14;0,6501161;21,97;12,52;19,99;30,63
"OBINUTUZUMAB";"CYTOMEGALOVIRUS INFECTION";7;0,1712239;41,39;12,52;29,91;60,07
"ULTRAVIST";"URTICARIA";20;1,033698;19,44;12,52;18,42;26,34
"ARIPIPRAZOLE";"SUICIDE ATTEMPT";16;0,7774126;20,91;12,51;19,32;28,79
"HYDROXYCHLOROQUINE SULFATE";"DRUG INTOLERANCE";13;0,5881841;22,18;12,51;20,36;31,72
"JAKAFI";"RED BLOOD CELL COUNT DECREASED";47;2,879501;17,36;12,51;16,01;20,25
"KISQALI";"GAMMAGLUTAMYLTRANSFERASE INCREASED";13;0,5882014;22,67;12,51;20,36;31,72
"SUMATRIPTAN SUCCINATE SOLUTION FOR INJECTION IN PREFILLED PEN";"PRODUCT DOSE OMISSION";18;0,9049654;19,91;12,51;18,82;27,43
"REVOLADE";"HAEMOGLOBIN DECREASED";19;0,9712009;19,71;12,49;18,58;26,8
"AMBRISENTAN";"INTENTIONAL DOSE OMISSION";25;1,368266;19,23;12,48;17,59;24,23
"LAMOTRIGINE";"LOW BIRTH WEIGHT BABY";8;0,248141;33,55;12,48;25,69;47,99
"NICOTINE";"PRODUCT QUALITY ISSUE";12;0,5264779;22,91;12,48;20,79;33,02
"WARFARIN";"MELAENA";8;0,2482083;32,72;12,48;25,68;47,98
"RITUXAN";"BLOOD PRESSURE SYSTOLIC INCREASED";45;2,747403;17,15;12,47;16,05;20,41
"SPIRIVA";"OVERDOSE";69;4,460536;15,69;12,47;15,27;18,55
"FLUTICASONE PROPIONATESALMETEROL XINAFOATE";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";13;0,5907757;22,08;12,45;20,28;31,59
"RITUXIMAB";"FEBRILE NEUTROPENIA";61;3,891292;16,3;12,45;15,45;19
"TRUVADA";"RENAL FAILURE";83;5,485731;15,45;12,45;14,97;17,88
"ALUVIA 20050";"OFF LABEL USE";20;1,041008;19,23;12,44;18,3;26,16
"BYDUREON";"INJECTION SITE PAIN";58;3,678485;15,91;12,44;15,53;19,19
"LENVIMA";"MALIGNANT NEOPLASM PROGRESSION";67;4,325069;15,81;12,44;15,29;18,62
"ABILIFY";"PRODUCT USE IN UNAPPROVED INDICATION";48;2,96757956843722;16,26;12,43;15,87;20,03
"FILGRASTIM";"THROMBOCYTOPENIA";15;0,7187934;20,98;12,43;19,5;29,43
"IMRALDI";"PRODUCT SUBSTITUTION ISSUE";15;0,7190584;21,05;12,42;19,49;29,42
"ORENITRAM";"PAIN IN JAW";14;0,655521;21,66;12,42;19,83;30,38
"XARELTO";"PRODUCT LABEL ISSUE";24;1,307905;21,71;12,42;17,64;24,45
"ACTEMRA";"DRUG SPECIFIC ANTIBODY";9;0,325192743419352;30,6;12,41;23,36;41,15
"POMALYST";"FULL BLOOD COUNT DECREASED";35;2,061576;18,46;12,4;16,54;21,7
"AMBRISENTAN";"SCLERODERMA";9;0,3255034;29,96;12,39;23,34;41,11
"MYCOPHENOLATE MOFETIL";"BRONCHOPULMONARY ASPERGILLOSIS";11;0,4652758;24,85;12,39;21,24;34,6
"TYLENOL";"HEPATIC FAILURE";11;0,4651824;24,09;12,39;21,24;34,6
"XYREM";"INTERVERTEBRAL DISC PROTRUSION";27;1,512803;18,82;12,39;17,24;23,46
"ALEMTUZUMAB";"HERPES ZOSTER";25;1,37933903507724;18,36;12,38;17,45;24,04
"LETROZOLE";"BLOOD CREATININE INCREASED";26;1,446772;18,31;12,38;17,33;23,73
"OMEPRAZOLE";"HYPONATRAEMIA";29;1,650531;17,95;12,38;17,01;22,91
"IMBRUVICA";"REHABILITATION THERAPY";12;0,5309269;25,76;12,37;20,61;32,76
"FERINJECT";"MATERNAL EXPOSURE DURING PREGNANCY";14;0,6587708;21,37;12,36;19,74;30,24
"PANITUMUMAB";"NEUTROPENIA";11;0,4662599;23,67;12,36;21,19;34,52
"BYDUREON BCISE";"DRUG DOSE OMISSION BY DEVICE";15;0,7233988;21,59;12,35;19,38;29,26
"HUMALOG";"DIABETIC KETOACIDOSIS";26;1,451842;18,62;12,34;17,27;23,65
"ACTEMRA";"RHEUMATOID NODULE";12;0,532458448016301;24,42;12,33;20,55;32,66
"COLISTIMETHATE";"OFF LABEL USE";22;1,182963;18,62;12,33;17,8;25,04
"OFEV";"DIARRHOEA";312;22,97456;13,82;12,33;13,54;14,85
"TELOTRISTAT ETHYL";"ABDOMINAL PAIN";17;0,8536519;19,97;12,33;18,78;27,66
"ENTRESTO";"CARDIAC DYSFUNCTION";22;1,184289;21,23;12,32;17,78;25,01
"TAGRISSO";"DEATH";382;28,42062;13,72;12,32;13,41;14,58
"CLOPIDOGREL";"LABELLED DRUGDRUG INTERACTION MEDICATION ERROR";11;0,4679391;24,27;12,31;21,11;34,41
"IBUPROFEN";"PRODUCT ADMINISTERED TO PATIENT OF INAPPROPRIATE AGE";20;1,052052;20,18;12,31;18,11;25,89
"ZANTAC 75";"EMOTIONAL DISTRESS";18;0,9204457;19,68;12,31;18,52;26,98
"BUPROPION HYDROCHLORIDE";"ELECTROCARDIOGRAM QT PROLONGED";7;0,1719278;41,04;12,3;29,74;59,85
"INFLECTRA";"PROCTALGIA";9;0,3268981;29,47;12,3;23,21;40,94
"JAKAFI";"WHITE BLOOD CELL COUNT INCREASED";50;3,143035;16,89;12,3;15,63;19,62
"OPSUMIT";"EXERCISE TOLERANCE DECREASED";17;0,8557243;22,16;12,3;18,74;27,6
"SERTRALINE";"ABNORMAL WEIGHT GAIN";9;0,3267807;29,41;12,3;23,23;40,96
"BICTEGRAVIR WEMTRICITABINETENOFOVIR ALAFENAMIDE";"PRODUCT USE ISSUE";10;0,4003589;25,03;12,28;21,89;36,9
"TAGRISSO";"METASTASES TO CENTRAL NERVOUS SYSTEM";12;0,5346764;23,27;12,28;20,47;32,54
"VELETRI";"DYSPNOEA";178;12,72959;14,15;12,28;13,92;15,72
"ADEMPAS";"HYPOTENSION";72;4,75292563764454;15,37;12,27;14,97;18,1
"XOLAIR";"RALES";26;1,459449;20,34;12,27;17,18;23,53
"ATROVENT";"CHEST DISCOMFORT";11;0,4696249;23,52;12,26;21,03;34,29
"LANTUS SOLOSTAR";"INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION";210;15,21127;14,15;12,26;13,75;15,39
"PROACTIV MD ADAPALENE ACNE TREATMENT";"SKIN SWELLING";322;23,88946;50,34;12,26;13,44;14,72
"XOLAIR";"FOOD ALLERGY";25;1,393444;20,51;12,26;17,28;23,8
"ZOFRAN";"ANXIETY";25;1,393423;18;12,26;17,28;23,8
"ELIGARD";"WRONG TECHNIQUE IN PRODUCT USAGE PROCESS";174;12,45591;14,34;12,25;13,9;15,73
"EUTHYROX";"TACHYCARDIA";16;0,7940116;20,3;12,25;18,93;28,21
"LAMOTRIGINE";"DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS";15;0,7294597;21,08;12,25;19,22;29,02
"CAPECITABINE";"METASTASES TO BONE";11;0,4702657;24,09;12,24;21;34,24
"RITUXAN";"RHEUMATOID ARTHRITIS";166;11,85967;14,55;12,23;13,93;15,8
"CLOPIDOGREL";"HAEMATOCHEZIA";33;1,951376;17,3;12,22;16,45;21,75
"GLATIRAMER ACETATE";"INJECTION SITE ERYTHEMA";6;0,1002548;60,05;12,22;38,16;83,46
"CLOPIDOGREL";"GASTRIC HAEMORRHAGE";9;0,3282558;28,47;12,21;23,1;40,78
"KEVZARA";"INJECTION SITE SWELLING";23;1,262835;18,54;12,21;17,48;24,4
"METFORMIN";"BLOOD LACTIC ACID INCREASED";10;0,4021837;27,2;12,21;21,78;36,74
"ABATACEPT";"IMMUNODEFICIENCY";27;1,53708993823956;18,39;12,2;16,97;23,1
"NPLATE";"THROMBOCYTOPENIA";11;0,4717082;23,41;12,2;20,94;34,14
"PLAVIX";"THROMBOSIS";14;0,6678101;21,12;12,2;19,48;29,84
"DILTIAZEM HYDROCHLORIDE";"COMPLETED SUICIDE";12;0,5387062;22,35;12,18;20,32;32,3
"LEFLUNOMIDE";"TREATMENT FAILURE";32;1,888414;17,16;12,18;16,47;21,87
"SYMBICORT";"WHEEZING";31;1,818099;17,35;12,18;16,55;22,08
"METOPROLOL";"DRUG INTERACTION";39;2,385923;16,5;12,17;15,97;20,66
"TASIGNA";"INJURY";17;0,8647983;20,15;12,17;18,55;27,32
"VELCADE";"NEUROPATHY PERIPHERAL";26;1,471954;17,84;12,17;17,04;23,33
"DUODOPA";"MUSCULOSKELETAL STIFFNESS";96;6,592236;15,07;12,16;14,43;17,02
"OPSUMIT";"DYSPNOEA AT REST";18;0,9320309;21,47;12,16;18,29;26,65
"VERAPAMIL";"SHOCK";6;0,1003026;60,74;12,16;38,14;83,42
"WARFARIN SODIUM";"MELAENA";9;0,3290726;27,82;12,16;23,03;40,69
"PROACTIV MD ADAPALENE ACNE TREATMENT";"ACNE PUSTULAR";52;3,325679;110,77;12,15;15,37;19,22
"LUMIFY";"LACRIMATION INCREASED";10;0,403713;25,07;12,14;21,69;36,6
